customer_id,name,gender,age,city,state,signup_date
CUST_000035,Denise Edwards,Female,20.0,Philadelphia,PA,2022-02-04
CUST_000036,Julia Mitchell,Female,34.0,Austin,TX,2024-03-10
CUST_000037,Janice Walker,Female,28.0,Phoenix,AZ,2023-05-03
CUST_000038,Julie Chavez,female,36.0,Philadelphia,PA,2023-11-06
CUST_000039,Rachel Morales,Female,56.0,Detroit,MI,2023-03-23
CUST_000040,Gregory Ramirez,Male,38.0,Dallas,TX,2023-11-30
CUST_000041,Patricia James,Female,22.0,New York,NY,2024-01-13
CUST_000042,Brandon Jackson,Male,29.0,San Diego,CA,2023-01-07
CUST_000043,Jerry Robinson,Male,60.0,Portland,OR,2023-09-26
CUST_000044,Virginia Young,Female,58.0,New York,NY,2024-03-30
CUST_000045,Edward Martinez,Male,46.0,Charlotte,NC,2023-10-21
CUST_000046,Justin Stewart,Male,19.0,Charlotte,NC,2024-03-03
CUST_000047,Joyce Morales,Female,42.0,Dallas,TX,2023-10-06
CUST_000048,Pamela Lewis,Female,43.0,Houston,TX,2022-11-23
CUST_000049,Dylan James,Male,39.0,New York,NY,2023-12-08
CUST_000050,Christina Brown,Female,31.0,New York,NY,2023-08-17
CUST_000051,Mary Baker,Female,34.0,Phoenix,AZ,2022-02-07
CUST_000052,Patricia Parker,Female,31.0,Boston,MA,2022-07-01
CUST_000053,Henry Lewis,Male,24.0,Portland,OR,2022-09-23
CUST_000054,Eric Bailey,Male,56.0,Los Angeles,CA,2023-10-11
CUST_000055,Noah Bailey,Male,50.0,San Antonio,TX,2023-11-17
CUST_000056,Anthony Flores,Male,35.0,San Antonio,TX,2023-12-08
CUST_000057,Patricia Collins,Female,43.0,Phoenix,AZ,2022-03-16
CUST_000058,Gary Ward,Male,43.0,San Diego,CA,2022-03-21
CUST_000059,Judith Gutierrez,Female,68.0,Detroit,MI,2022-10-27
CUST_000060,Sophia Adams,Female,49.0,Philadelphia,PA,2023-08-28
CUST_000061,Terry Peterson,Male,49.0,Los Angeles,CA,2023-12-18
CUST_000062,Katherine Rodriguez,Female,39.0,Seattle,WA,2024-01-05
CUST_000063,Christian Wood,MALE,33.0,New York,NY,2022-08-04
CUST_000064,David Flores,Male,56.0,Portland,OR,2023-10-28
CUST_000065,Frank Harris,Male,47.0,Portland,OR,2023-07-29
CUST_000066,Arthur Cruz,Male,28.0,New York,NY,2024-02-12
CUST_000067,Gary Rodriguez,Male,44.0,San Diego,CA,2023-10-31
CUST_000068,Judy White,Female,49.0,Atlanta,GA,2023-05-05
CUST_000069,Donna Anderson,Female,18.0,Philadelphia,PA,2023-11-08
CUST_000070,Sarah Clark,Female,,San Antonio,TX,2022-11-04
CUST_000071,Rachel Cruz,Female,43.0,Charlotte,NC,2023-11-10
CUST_000072,Jean Roberts,Female,18.0,Chicago,IL,2023-11-06
CUST_000073,Timothy Hill,,18.0,San Diego,CA,2023-12-27
CUST_000074,Martha King,Female,35.0,New York,NY,2022-09-06
CUST_000075,Sandra Campbell,Female,45.0,Chicago,IL,2023-12-23
CUST_000076,Megan Stewart,Female,45.0,Miami,FL,2022-06-28
CUST_000077,Catherine Perez,Female,58.0,Denver,CO,2023-10-31
CUST_000078,Mark Roberts,Male,40.0,Austin,TX,2024-02-14
CUST_000079,Zachary Smith,Male,34.0,New York,NY,2022-02-10
CUST_000080,Zachary Diaz,Male,22.0,Miami,FL,2023-07-18
CUST_000081,Samuel King,Male,34.0,Chicago,IL,2023-08-12
CUST_000082,Michelle Gray,Female,47.0,San Diego,CA,2023-11-30
CUST_000083,Christopher Edwards,Male,48.0,Chicago,IL,2022-04-22
CUST_000084,Judy Garcia,Female,42.0,San Diego,CA,2024-02-01
CUST_000085,Virginia Lopez,Female,45.0,Dallas,TX,2024-03-27
CUST_000086,Martha Rivera,Female,54.0,Houston,TX,2023-08-21
CUST_000087,Henry Carter,Male,39.0,San Antonio,TX,2023-02-16
CUST_000088,Teresa Ward,Female,56.0,Phoenix,AZ,2023-07-25
CUST_000089,Margaret Murphy,Female,29.0,Seattle,WA,2022-03-03
CUST_000090,Christine Anderson,Female,38.0,San Diego,CA,2023-10-18
CUST_000091,Victoria Edwards,Female,32.0,Minneapolis,MN,2022-03-19
CUST_000092,Thomas Cooper,male,48.0,New York,NY,2022-11-17
CUST_000093,Betty Thomas,Female,26.0,New York,NY,2022-05-30
CUST_000094,Olivia Mitchell,Female,34.0,Los Angeles,CA,2023-09-29
CUST_000095,Madison Hernandez,Female,18.0,New York,NY,2023-06-25
CUST_000096,Jose Clark,Male,46.0,San Diego,CA,2023-09-10
CUST_000097,Linda Gutierrez,Female,54.0,Los Angeles,CA,2022-03-13
CUST_000098,Sophia Kim,Female,,New York,NY,2022-12-28
CUST_000099,Nancy James,Female,49.0,Chicago,IL,2023-01-27
CUST_000100,Andrew Wright,MALE,49.0,San Antonio,TX,2023-07-01
CUST_000101,Bryan Flores,Male,47.0,Denver,CO,2022-04-22
CUST_000102,Ethan Ortiz,Male,46.0,Philadelphia,PA,2023-08-03
CUST_000103,Alice Nguyen,Female,47.0,Charlotte,NC,2023-01-18
CUST_000104,Keith Watson,Male,30.0,Los Angeles,CA,2024-01-30
CUST_000105,Jose Bailey,Male,36.0,San Diego,CA,2023-03-04
CUST_000106,Brian Rodriguez,Male,39.0,Chicago,IL,2022-04-22
CUST_000107,Sharon Ortiz,Female,34.0,Atlanta,GA,2022-04-23
CUST_000108,Julia Thomas,Female,19.0,Los Angeles,CA,2022-09-17
CUST_000109,Madison Nelson,Female,23.0,Charlotte,NC,2022-09-03
CUST_000110,Jeffrey Sanchez,Male,41.0,Denver,CO,2023-11-17
CUST_000111,Amy Walker,Female,50.0,Dallas,TX,2023-09-26
CUST_000112,Stephanie Hill,Female,39.0,San Diego,CA,2022-03-26
CUST_000113,Sharon Bailey,Female,73.0,Houston,TX,2023-12-24
CUST_000114,Gerald Hill,MALE,27.0,New York,NY,2022-04-16
CUST_000115,Mary Hill,Female,44.0,Detroit,MI,2023-11-09
CUST_000116,Jonathan Smith,Male,55.0,Atlanta,GA,2022-05-02
CUST_000117,Jesse Edwards,male,52.0,Los Angeles,CA,2023-01-02
CUST_000118,Alexander Lopez,Male,47.0,New York,NY,2023-10-16
CUST_000119,Nicole Sanchez,Female,52.0,Houston,TX,2022-09-16
CUST_000120,Timothy Hill,Male,39.0,Boston,MA,2022-05-03
CUST_000121,David Johnson,Male,59.0,San Antonio,TX,2023-11-10
CUST_000122,Paul Rivera,Male,55.0,San Jose,CA,2023-09-04
CUST_000123,Jessica Lewis,Female,28.0,New York,NY,2024-01-20
CUST_000124,Lisa Jones,Female,43.0,Detroit,MI,2023-07-30
CUST_000125,Margaret King,Female,19.0,Los Angeles,CA,2022-03-23
CUST_000126,Stephanie Lee,Female,,Houston,TX,2023-07-28
CUST_000127,Mary Sanchez,Female,41.0,Portland,OR,2023-12-05
CUST_000128,Julia Hernandez,Female,55.0,Denver,CO,2022-04-02
CUST_000129,Lisa Collins,Female,37.0,San Diego,CA,2022-05-26
CUST_000130,Jacob Harris,Male,18.0,Miami,FL,2023-08-25
CUST_000131,Frances Richardson,Female,71.0,New York,NY,2023-11-13
CUST_000132,Thomas Ortiz,Male,40.0,New York,NY,2022-12-13
CUST_000133,Scott Baker,Male,26.0,Los Angeles,CA,2023-10-05
CUST_000134,Ann Cruz,Female,53.0,Chicago,IL,2022-06-26
CUST_000135,Patrick Lewis,Male,64.0,Denver,CO,2023-02-27
CUST_000136,Emily White,Female,36.0,San Diego,CA,2023-10-14
CUST_000137,Peter Ramirez,Male,37.0,Phoenix,AZ,2022-07-27
CUST_000138,Kelly Hill,Female,41.0,Boston,MA,2022-12-10
CUST_000139,Jeffrey Stewart,Male,25.0,Houston,TX,2023-07-20
CUST_000140,Linda James,Female,30.0,New York,NY,2022-12-07
CUST_000141,Mary Ward,Female,61.0,Phoenix,AZ,2024-01-08
CUST_000142,Teresa King,Female,37.0,Boston,MA,2024-03-03
CUST_000143,Ronald Stewart,Male,28.0,San Antonio,TX,2023-07-30
CUST_000144,Daniel Cox,Male,33.0,Charlotte,NC,2023-11-07
CUST_000145,Rachel Reyes,Female,52.0,Miami,FL,2024-01-30
CUST_000146,Abigail Jackson,Female,18.0,Atlanta,GA,2023-09-11
CUST_000147,Mary Ortiz,Female,42.0,Boston,MA,2023-11-01
CUST_000148,William Davis,Male,69.0,Dallas,TX,2022-03-30
CUST_000149,Brenda Torres,Female,64.0,Detroit,MI,2023-12-05
CUST_000150,Kelly Murphy,Female,46.0,Dallas,TX,2022-10-05
CUST_000151,Scott Johnson,Male,55.0,Houston,TX,2022-03-20
CUST_000152,Sean Cooper,Male,55.0,Los Angeles,CA,2023-06-21
CUST_000153,Linda Sanchez,Female,37.0,Atlanta,GA,2022-08-22
CUST_000154,Jason Wilson,Male,50.0,Houston,TX,2022-03-29
CUST_000155,Cynthia Hill,Female,61.0,Atlanta,GA,2023-07-06
CUST_000156,Jason Davis,Male,23.0,Charlotte,NC,2022-04-18
CUST_000157,Katherine Sanchez,Female,46.0,Phoenix,AZ,2024-01-17
CUST_000158,Harold Miller,Male,43.0,Houston,TX,2024-03-11
CUST_000159,Ronald Torres,Male,40.0,Los Angeles,CA,2023-10-07
CUST_000160,Kyle Richardson,Male,39.0,San Antonio,TX,2022-10-17
CUST_000161,Betty Gonzalez,Female,41.0,San Jose,CA,2023-06-01
CUST_000162,Patrick Smith,Male,42.0,Houston,TX,2022-02-05
CUST_000163,Amy Young,female,52.0,San Antonio,TX,2023-07-15
CUST_000164,Carolyn Hall,Female,44.0,San Diego,CA,2022-09-25
CUST_000165,Thomas Smith,Male,36.0,Chicago,IL,2023-03-08
CUST_000166,Judy Cooper,Female,28.0,New York,NY,2022-07-08
CUST_000167,Austin Kelly,Male,33.0,Los Angeles,CA,2024-03-22
CUST_000168,Roger Green,Male,42.0,Atlanta,GA,2022-08-04
CUST_000169,Kathryn Cox,Female,30.0,Chicago,IL,2023-02-05
CUST_000170,Daniel Wilson,Male,50.0,New York,NY,2022-09-17
CUST_000171,Christine Scott,Female,44.0,Phoenix,AZ,2023-05-15
CUST_000172,Ronald James,Male,53.0,Seattle,WA,2024-01-29
CUST_000173,Kathryn Kelly,Female,31.0,Boston,MA,2022-06-23
CUST_000174,Donald James,Male,28.0,Phoenix,AZ,2022-05-31
CUST_000175,Donna Perez,Female,53.0,Dallas,TX,2022-03-23
CUST_000176,Lauren Cook,Female,40.0,Boston,MA,2023-06-21
CUST_000177,Jessica Scott,Female,36.0,Minneapolis,MN,2023-06-30
CUST_000178,Peter Rivera,Male,47.0,San Jose,CA,2023-12-04
CUST_000179,Kevin Adams,Male,47.0,Seattle,WA,2023-12-14
CUST_000180,Jose Evans,Male,23.0,New York,NY,2022-04-22
CUST_000181,Carl Evans,Male,56.0,Phoenix,AZ,2024-02-02
CUST_000182,Dennis Ramirez,Male,33.0,Minneapolis,MN,2023-12-09
CUST_000183,Paul Ramos,Male,60.0,Los Angeles,CA,2023-08-03
CUST_000184,Elizabeth Harris,Female,22.0,Houston,TX,2022-12-08
CUST_000185,Michael Allen,Male,42.0,Seattle,WA,2023-10-12
CUST_000186,Joseph Rogers,Male,36.0,Detroit,MI,2023-07-14
CUST_000187,Heather Stewart,Female,18.0,New York,NY,2022-12-13
CUST_000188,Cynthia Gray,Female,47.0,Minneapolis,MN,2022-01-16
CUST_000189,Joshua Walker,Male,18.0,Los Angeles,CA,2023-06-23
CUST_000190,Donna Mitchell,Female,35.0,Miami,FL,2023-06-11
CUST_000191,Jesse Martinez,Male,52.0,Minneapolis,MN,2022-06-14
CUST_000192,Lisa Reyes,Female,32.0,Boston,MA,2024-01-30
CUST_000193,Stephanie Diaz,Female,27.0,Detroit,MI,2022-06-18
CUST_000194,Justin Thomas,Male,49.0,Charlotte,NC,2022-10-16
CUST_000195,Mary Cooper,Female,35.0,Detroit,MI,2022-12-29
CUST_000196,Abigail Young,Female,33.0,San Diego,CA,2023-08-29
CUST_000197,Joseph Wright,Male,54.0,Philadelphia,PA,2022-03-31
CUST_000198,Nathan Nguyen,Male,24.0,New York,NY,2023-09-12
CUST_000199,Olivia Mendoza,Female,33.0,Los Angeles,CA,2023-02-03
CUST_000200,Martha Jones,Female,49.0,San Jose,CA,2022-07-12
CUST_000201,Jose Morgan,Male,23.0,Los Angeles,CA,2022-05-02
CUST_000202,Ethan Ward,Male,61.0,Portland,OR,2023-02-01
CUST_000203,Brenda Lee,Female,36.0,Chicago,IL,2023-03-01
CUST_000204,Katherine Hall,Female,49.0,New York,NY,2022-05-28
CUST_000205,Christina Cruz,Female,49.0,Chicago,IL,2023-03-30
CUST_000206,Maria Martinez,Female,37.0,New York,NY,2023-04-15
CUST_000207,Debra Brown,Female,33.0,Los Angeles,CA,2024-03-18
CUST_000208,Steven Nguyen,Male,,Dallas,TX,2023-09-20
CUST_000209,Amanda Mendoza,Female,47.0,Chicago,IL,2022-01-14
CUST_000210,Kathleen Jones,Female,26.0,Atlanta,GA,2023-03-26
CUST_000211,James Gutierrez,Male,23.0,Phoenix,AZ,2022-01-25
CUST_000212,Eric Baker,Male,57.0,Denver,CO,2023-04-22
CUST_000213,Mary Kim,Female,29.0,Denver,CO,2022-11-30
CUST_000214,Frank Johnson,Male,43.0,Los Angeles,CA,2024-01-28
CUST_000215,Douglas Thomas,Male,36.0,New York,NY,2023-04-08
CUST_000216,Patrick Harris,Male,37.0,Miami,FL,2023-12-23
CUST_000217,Lauren Brown,Female,56.0,Seattle,WA,2023-06-17
CUST_000218,Mary Rivera,Female,37.0,Los Angeles,CA,2023-01-19
CUST_000219,William White,Male,34.0,Seattle,WA,2022-08-25
CUST_000220,Christina Brown,Female,35.0,Houston,TX,2022-07-12
CUST_000221,Martha Nguyen,Female,32.0,New York,NY,2023-11-15
CUST_000222,Evelyn Thompson,Female,30.0,Chicago,IL,2024-01-14
CUST_000223,Adam Diaz,Male,32.0,Boston,MA,2022-11-18
CUST_000224,Douglas Reed,Male,59.0,Phoenix,AZ,2023-04-09
CUST_000225,Judith Rogers,Female,47.0,San Diego,CA,2022-10-17
CUST_000226,Zachary Flores,Male,34.0,Los Angeles,CA,2023-03-08
CUST_000227,Judith Howard,Female,51.0,New York,NY,2024-01-05
CUST_000228,David Turner,Male,19.0,Chicago,IL,2022-05-28
CUST_000229,David Hill,Male,56.0,San Antonio,TX,2022-10-20
CUST_000230,Kathleen Martinez,Female,55.0,Miami,FL,2023-09-07
CUST_000231,Rachel Green,Female,66.0,Boston,MA,2022-11-06
CUST_000232,Andrea Richardson,Female,51.0,Los Angeles,CA,2022-03-31
CUST_000233,Edward Nguyen,Male,44.0,New York,NY,2022-12-31
CUST_000234,Brian Morales,Male,55.0,Chicago,IL,2023-08-24
CUST_000235,Jeremy Cox,Male,31.0,Miami,FL,2024-03-20
CUST_000236,Joshua Stewart,Male,34.0,San Diego,CA,2024-01-20
CUST_000237,Gloria Diaz,Female,38.0,Atlanta,GA,2023-05-31
CUST_000238,Mark Miller,Male,56.0,Houston,TX,2023-11-04
CUST_000239,Kathleen Rivera,FEMALE,28.0,Dallas,TX,2023-06-07
CUST_000240,Anna Morales,Female,26.0,Austin,TX,2023-04-08
CUST_000241,George Mendoza,Male,41.0,Austin,TX,2022-06-30
CUST_000242,James Young,Male,47.0,San Antonio,TX,2022-10-21
CUST_000243,Carol Perez,Female,30.0,Chicago,IL,2023-03-06
CUST_000244,Jason Ortiz,Male,47.0,Phoenix,AZ,2024-03-21
CUST_000245,Ronald Moore,Male,56.0,Charlotte,NC,2023-07-05
CUST_000246,Jeremy Roberts,Male,54.0,Chicago,IL,2024-02-24
CUST_000247,Michael Gray,Male,43.0,Denver,CO,2022-09-21
CUST_000248,Shirley Howard,Female,37.0,Portland,OR,2022-03-18
CUST_000249,Linda Bailey,Female,60.0,Dallas,TX,2024-03-17
CUST_000250,Alice Parker,Female,39.0,San Antonio,TX,2022-11-23
CUST_000251,Harold Brown,Male,50.0,New York,NY,2023-05-11
CUST_000252,Joe Hernandez,Male,63.0,Boston,MA,2022-03-20
CUST_000253,Jean Rogers,Female,49.0,Detroit,MI,2023-12-30
CUST_000254,Rebecca Ward,Female,26.0,Charlotte,NC,2022-01-01
CUST_000255,Lauren Torres,Female,23.0,Los Angeles,CA,2024-01-30
CUST_000256,Timothy Thomas,Male,35.0,Detroit,MI,2022-06-24
CUST_000257,Sean Rodriguez,Male,47.0,Houston,TX,2022-07-12
CUST_000258,Anna Perez,Female,44.0,Austin,TX,2023-12-07
CUST_000259,Amy Flores,Female,66.0,Los Angeles,CA,2023-01-10
CUST_000260,Arthur Morgan,Male,44.0,Chicago,IL,2022-09-18
CUST_000261,Ann Gomez,Female,34.0,Austin,TX,2023-06-26
CUST_000262,Bryan Martinez,Male,24.0,San Antonio,TX,2022-09-17
CUST_000263,Barbara Hernandez,Female,53.0,Charlotte,NC,2022-10-16
CUST_000264,Carol Johnson,Female,38.0,Chicago,IL,2022-02-21
CUST_000265,Timothy Kelly,Male,20.0,Minneapolis,MN,2023-05-14
CUST_000266,Pamela Cooper,Female,39.0,Philadelphia,PA,2022-05-20
CUST_000267,Samantha Martinez,Female,26.0,Los Angeles,CA,2023-12-15
CUST_000268,Deborah Lee,Female,33.0,Chicago,IL,2023-10-16
CUST_000269,Jacqueline Rivera,Female,39.0,Boston,MA,2022-10-15
CUST_000270,Donna Phillips,Female,27.0,Miami,FL,2023-05-09
CUST_000271,Christina Murphy,Female,32.0,New York,NY,2023-06-12
CUST_000272,Sara Lee,Female,29.0,Phoenix,AZ,2023-08-17
CUST_000273,Ruth Howard,Female,30.0,San Antonio,TX,2023-02-07
CUST_000274,Jeffrey Clark,Male,26.0,Austin,TX,2023-08-07
CUST_000275,Donald Hill,Male,32.0,San Jose,CA,2022-06-28
CUST_000276,Nancy Clark,Female,27.0,Miami,FL,2023-03-21
CUST_000277,Megan Wilson,Female,46.0,Chicago,IL,2022-04-13
CUST_000278,Helen Lopez,Female,41.0,New York,NY,2024-02-22
CUST_000279,Michael Nguyen,Male,53.0,Los Angeles,CA,2023-01-23
CUST_000280,Joe Kelly,Male,62.0,Portland,OR,2023-07-12
CUST_000281,Kelly Cruz,,47.0,San Diego,CA,2023-04-05
CUST_000282,Ann Lee,Female,44.0,Los Angeles,CA,2022-01-31
CUST_000283,Emma Cooper,Female,48.0,Atlanta,GA,2022-03-11
CUST_000284,Judy Morales,Female,44.0,Dallas,TX,2022-09-26
CUST_000285,Donald Turner,,39.0,Houston,TX,2023-08-23
CUST_000286,Ashley Robinson,Female,38.0,New York,NY,2023-07-30
CUST_000287,Kathryn Robinson,Female,26.0,Boston,MA,2022-07-16
CUST_000288,Kathryn Taylor,Female,49.0,Denver,CO,2023-04-04
CUST_000289,Brandon Sanchez,Male,38.0,Chicago,IL,2022-12-25
CUST_000290,Lisa Campbell,Female,57.0,Chicago,IL,2023-06-05
CUST_000291,Timothy Taylor,Male,50.0,Chicago,IL,2022-11-27
CUST_000292,Andrea Garcia,FEMALE,31.0,Seattle,WA,2024-01-23
CUST_000293,Noah Carter,Male,54.0,Chicago,IL,2023-03-22
CUST_000294,Cynthia Ramos,Female,18.0,Houston,TX,2023-02-13
CUST_000295,William Bailey,male,63.0,Houston,TX,2023-09-12
CUST_000296,Adam Nguyen,Male,22.0,Charlotte,NC,2023-11-06
CUST_000297,Kyle Adams,Male,45.0,Philadelphia,PA,2023-02-22
CUST_000298,Eric Ramos,Male,44.0,Houston,TX,2022-04-29
CUST_000299,Raymond Harris,Male,53.0,San Antonio,TX,2022-04-04
CUST_000300,Joe Kim,Male,34.0,Denver,CO,2022-11-21
CUST_000301,Joshua Bailey,Male,18.0,Minneapolis,MN,2023-10-03
CUST_000302,Maria Jackson,Female,34.0,Charlotte,NC,2023-08-08
CUST_000303,Dennis Scott,Male,36.0,San Antonio,TX,2022-10-17
CUST_000304,Alexander Brooks,Male,18.0,Philadelphia,PA,2022-01-06
CUST_000305,Carl Young,Male,39.0,Houston,TX,2023-07-31
CUST_000306,Ruth Hill,Female,25.0,Boston,MA,2023-06-02
CUST_000307,Debra Lopez,,47.0,San Jose,CA,2023-10-31
CUST_000308,Charles Nguyen,Male,35.0,Houston,TX,2023-08-31
CUST_000309,Christina Jackson,Female,63.0,San Diego,CA,2022-09-10
CUST_000310,Nancy Thomas,Female,35.0,Los Angeles,CA,2023-10-04
CUST_000311,Jennifer Garcia,Female,44.0,Seattle,WA,2023-04-02
CUST_000312,Katherine Hill,Female,36.0,Chicago,IL,2023-06-10
CUST_000313,Maria Diaz,Female,18.0,Houston,TX,2022-12-17
CUST_000314,Denise Mitchell,Female,36.0,New York,NY,2023-11-13
CUST_000315,Joan Perez,Female,48.0,Los Angeles,CA,2022-07-24
CUST_000316,Sara Davis,Female,46.0,Los Angeles,CA,2022-08-01
CUST_000317,Cynthia Young,Female,35.0,Denver,CO,2022-09-01
CUST_000318,Benjamin Lopez,Male,20.0,Seattle,WA,2023-11-12
CUST_000319,Sophia Scott,Female,47.0,San Diego,CA,2023-09-30
CUST_000320,Eric Thomas,Male,44.0,Phoenix,AZ,2022-10-01
CUST_000321,Keith Richardson,Male,49.0,Minneapolis,MN,2022-06-03
CUST_000322,Rachel Ortiz,Female,35.0,Minneapolis,MN,2022-02-01
CUST_000323,Michelle Kim,Female,18.0,Austin,TX,2023-08-29
CUST_000324,Raymond Bailey,Male,,San Jose,CA,2023-05-13
CUST_000325,Paul Walker,Male,38.0,Atlanta,GA,2023-09-12
CUST_000326,James Rivera,Male,56.0,Denver,CO,2023-09-16
CUST_000327,Andrew Morales,Male,39.0,Chicago,IL,2023-12-20
CUST_000328,Donald Wright,Male,38.0,San Antonio,TX,2023-02-04
CUST_000329,Ryan Green,Male,44.0,Los Angeles,CA,2023-12-08
CUST_000330,Kathryn Taylor,Female,31.0,Atlanta,GA,2023-02-20
CUST_000331,Gary Gutierrez,Male,30.0,San Jose,CA,2023-09-16
CUST_000332,Ann Garcia,Female,37.0,Charlotte,NC,2023-05-23
CUST_000333,Patrick Morris,Male,27.0,Los Angeles,CA,2024-02-09
CUST_000334,James Turner,Male,36.0,San Antonio,TX,2022-12-28
CUST_000335,Kimberly Adams,Female,63.0,Denver,CO,2023-09-03
CUST_000336,Lawrence Edwards,Male,52.0,Miami,FL,2023-06-27
CUST_000337,Ruth Campbell,Female,42.0,Miami,FL,2024-03-30
CUST_000338,Lawrence Collins,Male,58.0,Los Angeles,CA,2022-03-27
CUST_000339,Rebecca Brown,Female,28.0,Charlotte,NC,2023-06-27
CUST_000340,Zachary White,Male,70.0,Charlotte,NC,2022-08-28
CUST_000341,Cheryl Flores,Female,33.0,Charlotte,NC,2024-01-15
CUST_000342,Joe Adams,Male,64.0,Austin,TX,2023-11-15
CUST_000343,John Ortiz,Male,63.0,Miami,FL,2023-08-14
CUST_000344,Dylan Gray,Male,18.0,New York,NY,2023-03-28
CUST_000345,Gary Brown,Male,57.0,Chicago,IL,2023-08-28
CUST_000346,Noah Bennett,Male,35.0,New York,NY,2023-05-25
CUST_000347,Alexander Adams,,31.0,San Antonio,TX,2022-10-17
CUST_000348,Catherine Williams,Female,45.0,Charlotte,NC,2023-12-03
CUST_000349,Jeffrey Collins,Male,26.0,San Jose,CA,2023-04-23
CUST_000350,Teresa Clark,Female,45.0,Philadelphia,PA,2022-09-19
CUST_000351,Kevin Flores,Male,27.0,Atlanta,GA,2023-08-15
CUST_000352,Katherine Allen,Female,41.0,San Diego,CA,2022-01-22
CUST_000353,Patrick Thompson,Male,55.0,Philadelphia,PA,2023-09-24
CUST_000354,Kyle Ramos,Male,43.0,Austin,TX,2023-03-20
CUST_000355,Samantha Lee,Female,34.0,San Diego,CA,2023-07-24
CUST_000356,Nathan Mitchell,male,45.0,San Jose,CA,2022-06-16
CUST_000357,Scott Gutierrez,Male,21.0,Atlanta,GA,2023-09-23
CUST_000358,Jose Ramirez,Male,28.0,Philadelphia,PA,2023-09-27
CUST_000359,Kelly Lopez,Female,33.0,Phoenix,AZ,2023-10-10
CUST_000360,Douglas Ward,Male,48.0,Dallas,TX,2023-03-18
CUST_000361,Christian Hill,Male,44.0,Detroit,MI,2023-07-29
CUST_000362,Carolyn Campbell,Female,45.0,Phoenix,AZ,2023-05-21
CUST_000363,Kimberly Howard,Female,38.0,Miami,FL,2022-08-28
CUST_000364,Kelly Morgan,Female,29.0,Austin,TX,2022-01-27
CUST_000365,Richard Campbell,Male,57.0,New York,NY,2023-02-02
CUST_000366,Donna Ortiz,Female,30.0,San Antonio,TX,2023-11-29
CUST_000367,Harold Ward,Male,44.0,Los Angeles,CA,2022-11-17
CUST_000368,Jonathan Young,Male,37.0,Los Angeles,CA,2023-10-15
CUST_000369,Christine Williams,Female,46.0,Chicago,IL,2023-07-28
CUST_000370,Joe Garcia,Male,31.0,Denver,CO,2022-12-13
CUST_000371,Andrew Cruz,Male,52.0,Austin,TX,2022-01-01
CUST_000372,Patricia Peterson,Female,56.0,San Diego,CA,2023-02-17
CUST_000373,Karen Carter,Female,51.0,San Antonio,TX,2023-01-16
CUST_000374,Carol Jones,Female,40.0,Phoenix,AZ,2022-05-29
